Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,project,Report Status,Task Group
T118318.207,Complete,JPC Project Management>Site Management,Houeekeeping,08/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,10/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Open,Safety
T118318.206,Complete,JPC Project Management>Site Management,Housekeeping l2 A3,08/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,09/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Open,Safety
T118318.205,Complete,JPC Project Management>Site Management,Sweeping bruses needed by errigal,08/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,09/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Open,Safety
T118318.204,Open / Ongoing Works,JPC Project Management>EHS Management>01 Inspections,Flat pack outside drying room,08/09/2020,,JPC - Progress Photo,Mechanical,08/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1328,Open,Site Management
T118318.203,Complete,JPC Project Management>EHS Management>01 Inspections,House keeping needs to be addressed,08/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,10/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Open,Safety
T118318.202,Open,JPC Project Management>EHS Management>01 Inspections,Ply bending causing a trip hazard ar stairs,08/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,08/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Open,Safety
T118318.201,Open,JPC Project Management>EHS Management>01 Inspections,Housekeeping,08/09/2020,,Safety Notice (Amber) - General Issue,Concrete - Formwork,08/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Open,Safety
T118318.200,Complete,JPC Project Management>EHS Management>01 Inspections,Materials not to be stored upright,08/09/2020,,Safety Notice (Amber) - General Issue,Structural Steel,09/09/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - House Keeping,1328,Open,Safety
T118318.199,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Void being closed at b2 L4,08/09/2020,,Safety Notice (Green) - Good Observation,Concrete - Formwork,08/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T116412.183,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation),North Courtyard elevation progress,08/09/2020,,JPC - Progress Photo,Main Contractor,09/09/2020,,FALSE,TRUE,FALSE,FALSE,,,1328,Closed,Site Management
T116412.182,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>1st Floor Plan>Area 3,Intumescent mastic to be installed.,08/09/2020,44088,JPC - Quality Defect (compliance),Ceilings & Partitions,10/09/2020,FormAnswer,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T131475.88,Open,QC & BC(A)R,Thefts occurring on site. Tools to be stored securely.,07/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,07/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Environmental,1328,Open,Safety
T131475.87,Complete,QC & BC(A)R,Level 1 works extremely untidy. Errigal stood down to rectify,07/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,09/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Open,Safety
T131475.86,Complete,QC & BC(A)R,Multi discipline materials thrown in corner,07/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,10/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Open,Safety
T131475.85,Open,QC & BC(A)R,Sanitizing stations to be refilled.,07/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,07/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Environmental,1328,Open,Safety
T131475.84,Open,QC & BC(A)R,Signage to be replaced in block 1 stair core to accurately reflect level.,07/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,07/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Safety - Environmental,1328,Open,Safety
T116412.181,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>3rd Floor Plan>Area 2,Rod caps and profiles to the end of trays to be installed.,07/09/2020,44087,JPC - Quality Snag (aesthetic),Mechanical,07/09/2020,FormAnswer,TRUE,TRUE,TRUE,FALSE,,JPC - Quality - Materials,1328,Open,Quality
T84104.964,Works Complete / Resolved,QC & BC(A)R>ITP 01 Structural>Block 1>4th Floor Plan,Joint between precast walls is too big. Expanding foam to be removed and joint shuttered before filling with grout,07/09/2020,44087,JPC - Quality Defect (compliance),Precast Concrete,10/09/2020,,TRUE,TRUE,FALSE,FALSE,High,JPC - Quality - Workmanship,1328,Open,Quality
T118318.198,Open,JPC Project Management>Site Management,"Numbering required on transformers, lighting transformdrs not installed urgent attention required",04/09/2020,,Safety Notice (Amber) - General Issue,Temporary Electrics,04/09/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Temporary Electrics,1328,Open,Safety
T118318.197,Open,JPC Project Management>Site Management,No emergency lighting on any staircore or corridor urgent rectiication rdquired,04/09/2020,,Safety Notice (Amber) - General Issue,Temporary Electrics,04/09/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Temporary Electrics,1328,Open,Safety
T113721.87,Open,JPC Project Management>EHS Management>01 Inspections,B1 L4,04/09/2020,,Safety Notice (Amber) - General Issue,Concrete - Formwork,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Open,Safety
T118318.196,Open,JPC Project Management>Site Management,Test certsneed to be update,04/09/2020,,Safety Notice (Amber) - General Issue,Temporary Electrics,04/09/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Temporary Electrics,1328,Open,Safety
T118318.195,Open,JPC Project Management>Site Management,SWA cables need to labelled,04/09/2020,,Safety Notice (Amber) - General Issue,Temporary Electrics,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Temporary Electrics,1328,Open,Safety
T113721.86,Open,JPC Project Management>EHS Management>01 Inspections,scaffold and props left in area,04/09/2020,,Safety Notice (Amber) - General Issue,Scaffolding,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Open,Safety
T113721.85,Open,JPC Project Management>EHS Management>01 Inspections,access to staircore in B2,04/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Access,1328,Open,Safety
T113721.84,Open,JPC Project Management>EHS Management>01 Inspections,B2 GF housekeeping,04/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Open,Safety
T113721.83,Open,JPC Project Management>EHS Management>01 Inspections,B2 GF smoking area,04/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Open,Safety
T113721.82,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Bracken lane excavation,04/09/2020,,Safety Notice (Green) - Good Observation,Drainage,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1328,Closed,Safety
T113721.81,Complete,JPC Project Management>EHS Management>01 Inspections,B3 A1 L5 erregal storage of material,04/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,09/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Storage,1328,Open,Safety
T113721.80,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,good house keeping,04/09/2020,,Safety Notice (Green) - Good Observation,Abseil Solutions,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1328,Closed,Safety
T113721.79,Open,JPC Project Management>EHS Management>01 Inspections,material stacked to high.,04/09/2020,,Safety Notice (Amber) - General Issue,Abseil Solutions,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Storage,1328,Open,Safety
T116412.180,Closed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Roof GA,B3 A3 Louvres,03/09/2020,,JPC - Progress Photo,Balcony Screens,03/09/2020,,FALSE,TRUE,FALSE,FALSE,,,1328,Closed,Site Management
T116412.179,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>7th floor to Roof,Ply sheets to be removed.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Concrete - Formwork,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Materials,1328,Open,Quality
T116412.178,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>7th floor to Roof,Illbruck tape to be installed around ducts,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,03/09/2020,,TRUE,TRUE,TRUE,FALSE,,JPC - Quality - Materials,1328,Open,Quality
T116412.177,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>7th floor to Roof,Flatpack ductwork to be completed.,03/09/2020,44083,JPC - Works To Go,Ceilings & Partitions,09/09/2020,,TRUE,TRUE,FALSE,FALSE,,,1328,Open,Site Management
T113721.78,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>7th floor to Roof,MC 16 EPDM tape to be sealed around window frame,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T116412.176,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>7th floor to Roof,Illbruck tape to be installed around duct.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1328,Open,Quality
T113721.77,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>6th to 7th Floor,MC 16 EPDM tape around windows to be resealed,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T116412.175,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>6th to 7th Floor,Glazing to be cleaned out.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,TRUE,FALSE,,JPC - Quality - Materials,1328,Open,Quality
T116412.174,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>6th to 7th Floor,1) Gap to be sealed with 150mm illbruck tape. 2) Work to complete- Flatpack duct to be adjusted and fully sealed.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Damage,1328,Open,Quality
T113721.76,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>5th to 6th Floor,MC 16 EPDM tape delaminated. to be sealed properly,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T113721.75,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>4th to 5th Floor,MC 16 EPDM tape to be sealed properly,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T116412.173,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>4th to 5th Floor,Illbruck tape should not be installed inside the duct. Errigal to review.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Information,1328,Open,Quality
T113721.74,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>3rd to 4th Floor,EPDM tape needs to be sealed MC 16. EPDM tape to be fitted to the inside frame at the bottom of the window. drain holes to be kept clear. ePDM tape to be sealed.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T116412.172,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>3rd to 4th Floor,Illbruck tape to be revisited in these areas.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T116412.171,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,Illbruck tape install to be revisited by Errigal.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Management,1328,Open,Quality
T113721.73,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>2nd to 3rd Floor,windows to be resealed,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,Medium,JPC - Quality - Workmanship,1328,Open,Quality
T116412.170,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,Tape around Flatpack duct to be sealed properly.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T113721.72,Open / Ongoing Works,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,lang Fenster snags B3 A1 L1 courtyard North. white tape is to be removed and replaced by coreect EPDM tape,03/09/2020,44083,JPC - Quality Snag (aesthetic),Punch Windows,03/09/2020,,TRUE,TRUE,FALSE,FALSE,High,JPC - Quality - Workmanship,1328,Open,Quality
T116412.169,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,Cemrock board to be repaired and sealed with illbruck tape.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Materials,1328,Open,Quality
T116412.168,Works Complete / Resolved,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Elevations>2. Courtyard (North Elevation)>1st to 2nd Floor,Illbruck tape to seal junction of wall and slab.,03/09/2020,44083,JPC - Quality Snag (aesthetic),Ceilings & Partitions,10/09/2020,,TRUE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1328,Open,Quality
T84104.963,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.962,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Curtain Walling,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.961,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.960,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Main Contractor,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.959,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Precast Concrete,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.958,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Scaffolding,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.957,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Housekeeping in Block 1 Improvement ,03/09/2020,,Safety Notice (Green) - Good Observation,Concrete - Formwork,03/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Closed,Safety
T84104.956,Closed,JPC Project Management>EHS Management>01 Inspections,Housekeeping ,03/09/2020,,Safety Notice (Amber) - General Issue,Concrete - Formwork,04/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Closed,Safety
T90895.389,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Fit for purpose exclusion zone in place for M&E works ground level Block 3,03/09/2020,,Safety Notice (Green) - Good Observation,Mechanical,03/09/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1328,Closed,Safety
